state,Lake, lake.region,Latitude,Longitude,Elevation.(m),yr.sampled,season,month,TOD,TOD.Detail,number.sites,sample.times,min.depth,max.depth,ave.den.per.m2,std.dev,method,method.detail,net.diameter,net.length,mesh.size.(μm),biomass,size.frequency,reference,type.of.pub,data.origin,notes:
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Sep,night,23:00-02:00,,Bi-Weekly,35,35,9.4,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Oct,night,23:00-02:00,,Bi-Weekly,35,35,18.0,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Oct,night,23:00-02:00,,Bi-Weekly,35,35,23.0,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Nov,night,23:00-02:00,,Bi-Weekly,35,35,17.3,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Nov,night,23:00-02:00,,Bi-Weekly,35,35,25.4,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,spring,May,night,23:00-02:00,,Bi-Weekly,100,100,314.7,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,spring,Jun,night,23:00-02:00,,Bi-Weekly,100,100,308.8,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,spring,Jun,night,23:00-02:00,,Bi-Weekly,100,100,342.9,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,summer,Jul,night,23:00-02:00,,Bi-Weekly,100,100,454.4,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,summer,Jul,night,23:00-02:00,,Bi-Weekly,100,100,864.7,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,summer,Aug,night,23:00-02:00,,Bi-Weekly,100,100,773.6,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,summer,Aug,night,23:00-02:00,,Bi-Weekly,100,100,215.1,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Sep,night,23:00-02:00,,Bi-Weekly,100,100,405.7,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Sep,night,23:00-02:00,,Bi-Weekly,100,100,122.5,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Oct,night,23:00-02:00,,Bi-Weekly,100,100,328.6,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Oct,night,23:00-02:00,,Bi-Weekly,100,100,352.7,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Nov,night,23:00-02:00,,Bi-Weekly,100,100,251.3,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Ontario,North-West of Rochester,nr,nr,0,1984,fall,Nov,night,23:00-02:00,,Bi-Weekly,100,100,330.7,nr,Vertical tow,50 cm diameter bongo nets,,,571,no,yes,Shea & Makarewicz 1989,Article,Figure 8,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,8,8,85.1,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,17,17,134.1,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,21,21,130.9,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,53,53,106.1,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,65,65,116.7,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,100,100,137.0,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,118,118,213.7,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,121,121,255.2,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,136,136,166.9,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,150,150,102.2,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,155,155,232.5,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,171,171,161.4,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,234,234,265.7,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Superior,all over lake,nr,nr,0,2005,fall,Sep,night,after dark,,,249,249,210.8,nr,Vertical tow,1 m2 net raised at 0.3 m/s,,,1000,yes,no,Sierzen et al. 2011,Article,Figure 2,data from graph click
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,20,20,0.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,25,25,2.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,30,30,63.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,35,35,45.4,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,40,40,91.8,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,45,45,213.7,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,55,55,579.1,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,80,80,335.4,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,90,90,167.3,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1977,summer,Aug,night,no details,,,100,100,365.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1984,summer,Aug,night,no details,,,15,15,0.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1984,summer,Aug,night,no details,,,30,30,47.8,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1984,summer,Aug,night,no details,,,40,40,98.3,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1984,summer,Aug,night,no details,,,50,50,88.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1984,summer,Aug,night,no details,,,55,55,20.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,5,5,2.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,10,10,2.1,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,15,15,2.3,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,20,20,21.5,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,25,25,85.5,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,30,30,144.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,35,35,127.4,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,40,40,154.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,45,45,131.4,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,50,50,155.6,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,55,55,179.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,80,80,47.5,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,90,90,97.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Michigan,Near Grandhaven,nr,nr,0,1985,summer,Aug,night,no details,,,100,100,36.5,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,243,no,yes,McDonald et al. 1990,Article,Figure 2,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,64,64,3.0,nr,Vertical Tow,1 m2 net raised at 0.5 m/s. 1000 um top of net 250 um bottom of net,,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,64,64,5.8,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,79,79,10.3,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,79,79,25.5,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,89,89,11.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,89,89,11.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,125,125,3.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,125,125,10.6,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,142,142,32.4,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,142,142,44.8,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,50,50,3.1,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,58,58,3.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,62,62,33.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,62,62,54.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,65,65,30.5,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,66,66,35.6,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,75,75,5.8,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,75,75,16.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,118,118,51.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,118,118,58.6,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,123,123,8.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,123,123,10.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,140,140,154.3,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Huron,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,140,140,222.8,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,29,29,3.4,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,30,30,11.8,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,30,30,20.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,54,54,38.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,54,54,83.1,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,95,95,17.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,96,96,26.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,96,96,75.3,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,131,131,244.7,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,131,131,245.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,249,249,309.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,spring,Apr,night,1 hr after sunset to one hour before sunrise,,,249,249,465.9,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,70,70,125.5,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,70,70,140.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,73,73,161.6,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,73,73,212.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,100,100,147.7,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,100,100,160.3,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,139,139,154.0,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,140,140,166.6,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,whole lake,nr,nr,0,2007-2008,summer,Aug,night,1 hr after sunset to one hour before sunrise,,,138,138,233.2,nr,Vertical Tow,.5m diameter framed net (243-um mesh),,,1000,no,yes,Mida 2010,Thesis,Figure 7,graph click data
,Michigan,Muskegon,nr,nr,0,1995-2002,spring,nr,night,1 hr after sunset to one hour before sunrise,1,,40,45,48.4,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
,Michigan,Muskegon,nr,nr,0,1995-2002,summer,nr,night,1 hr after sunset to one hour before sunrise,1,,40,45,99.7,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
,Michigan,Muskegon,nr,nr,0,1995-2002,fall,nr,night,1 hr after sunset to one hour before sunrise,1,,40,45,54.0,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
,Michigan,Muskegon,nr,nr,0,2007-2008,spring,nr,night,1 hr after sunset to one hour before sunrise,1,,40,45,14.6,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
,Michigan,Muskegon,nr,nr,0,2007-2008,summer,nr,night,1 hr after sunset to one hour before sunrise,1,,40,45,10.2,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
,Michigan,Muskegon,nr,nr,0,2007-2008,fall,nr,night,1 hr after sunset to one hour before sunrise,1,,40,45,8.3,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
,Michigan,Muskegon,nr,nr,0,1995-2002,spring,nr,night,1 hr after sunset to one hour before sunrise,1,,110,110,139.6,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
,Michigan,Muskegon,nr,nr,0,1995-2002,summer,nr,night,1 hr after sunset to one hour before sunrise,1,,110,110,251.7,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
,Michigan,Muskegon,nr,nr,0,1995-2002,fall,nr,night,1 hr after sunset to one hour before sunrise,1,,110,110,163.2,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
,Michigan,Muskegon,nr,nr,0,2007-2008,spring,nr,night,1 hr after sunset to one hour before sunrise,1,,110,110,30.5,nr,Vertical Tow,1 m diameter plankton net towed at 0.5 m/s,,,1000,yes,no,Pothoven et al 2010,Article,Figure 1,data from graph click
